x,y,z,vx,vy,vz
4.7529e+11,5.56377e+11,-1.29444e+10,-10180.3,9045.54,190.198
-4.53246e+09,-5.31531e+09,1.2347e+08,97.2721,-86.3432,-1.81756
1.4168e+11,2.62648e+10,1.19794e+08,-6665.65,28918.1,-8.15086
4.74781e+11,5.56829e+11,-1.29349e+10,-10188.2,9036.3,190.412
-4.5276e+09,-5.31962e+09,1.2338e+08,97.3482,-86.2547,-1.81961
1.4134e+11,2.77092e+10,1.19387e+08,-6955.17,28854.2,-8.14662
4.74271e+11,5.5728e+11,-1.29254e+10,-10196.1,9027.05,190.627
-4.52273e+09,-5.32393e+09,1.23288e+08,97.4242,-86.1661,-1.82166
1.40985e+11,2.91503e+10,1.1898e+08,-7244.13,28787.3,-8.14177
4.73761e+11,5.57731e+11,-1.29159e+10,-10204,9017.79,190.842
-4.51785e+09,-5.32824e+09,1.23197e+08,97.5001,-86.0774,-1.82371
1.40616e+11,3.05879e+10,1.18573e+08,-7532.5,28717.6,-8.13629
4.73251e+11,5.58182e+11,-1.29063e+10,-10211.8,9008.52,191.056
-4.51298e+09,-5.33254e+09,1.23106e+08,97.576,-85.9887,-1.82575
1.40232e+11,3.2022e+10,1.18166e+08,-7820.26,28645,-8.1302
4.7274e+11,5.58632e+11,-1.28968e+10,-10219.7,8999.25,191.27
-4.5081e+09,-5.33684e+09,1.23015e+08,97.6517,-85.8999,-1.8278
1.39833e+11,3.34524e+10,1.1776e+08,-8107.37,28569.5,-8.12349
4.72229e+11,5.59082e+11,-1.28872e+10,-10227.5,8989.97,191.484
-4.50321e+09,-5.34113e+09,1.22923e+08,97.7274,-85.811,-1.82984
1.39421e+11,3.4879e+10,1.17354e+08,-8393.8,28491.1,-8.11616
4.71717e+11,5.59531e+11,-1.28776e+10,-10235.4,8980.68,191.698
-4.49832e+09,-5.34542e+09,1.22832e+08,97.8029,-85.7221,-1.83188
1.38994e+11,3.63015e+10,1.16948e+08,-8679.53,28409.8,-8.10821
4.71205e+11,5.5998e+11,-1.2868e+10,-10243.2,8971.39,191.912
-4.49343e+09,-5.3497e+09,1.2274e+08,97.8784,-85.633,-1.83392
1.38553e+11,3.772e+10,1.16543e+08,-8964.53,28325.7,-8.09964
4.70693e+11,5.60428e+11,-1.28584e+10,-10251,8962.09,192.126
-4.48853e+09,-5.35398e+09,1.22648e+08,97.9538,-85.5439,-1.83595
1.38098e+11,3.91341e+10,1.16138e+08,-9248.76,28238.7,-8.09045
4.7018e+11,5.60876e+11,-1.28488e+10,-10258.8,8952.78,192.339
-4.48364e+09,-5.35826e+09,1.22557e+08,98.0291,-85.4548,-1.83799
1.37628e+11,4.05438e+10,1.15734e+08,-9532.2,28148.8,-8.08065
4.69667e+11,5.61324e+11,-1.28392e+10,-10266.6,8943.47,192.552
-4.47873e+09,-5.36253e+09,1.22465e+08,98.1044,-85.3655,-1.84002
1.37144e+11,4.1949e+10,1.1533e+08,-9814.82,28056,-8.07023
4.69153e+11,5.61771e+11,-1.28296e+10,-10274.4,8934.15,192.765
-4.47382e+09,-5.36679e+09,1.22373e+08,98.1795,-85.2762,-1.84206
1.36647e+11,4.33494e+10,1.14927e+08,-10096.6,27960.5,-8.05919
4.68639e+11,5.62217e+11,-1.28199e+10,-10282.2,8924.82,192.978
-4.46891e+09,-5.37106e+09,1.2228e+08,98.2545,-85.1868,-1.84409
1.36135e+11,4.4745e+10,1.14524e+08,-10377.5,27862,-8.04754
4.68125e+11,5.62663e+11,-1.28103e+10,-10290,8915.49,193.191
-4.464e+09,-5.37531e+09,1.22188e+08,98.3295,-85.0973,-1.84611
1.35609e+11,4.61356e+10,1.14122e+08,-10657.5,27760.8,-8.03527
4.6761e+11,5.63109e+11,-1.28006e+10,-10297.7,8906.14,193.403
-4.45908e+09,-5.37957e+09,1.22096e+08,98.4044,-85.0078,-1.84814
1.35069e+11,4.75211e+10,1.13721e+08,-10936.5,27656.7,-8.02239
4.67095e+11,5.63554e+11,-1.27909e+10,-10305.5,8896.8,193.616
